"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","313","Epi_ref"
"rhtC","","Threonine efflux protein","2","2","1","2","1425","","","","632","632","632","OAPGLPBN_02159","ECPKFHDG_02261"
"murI","","Glutamate racemase","2","2","1","2","2045","","","","803","803","803","OAPGLPBN_01514","ECPKFHDG_01618"
"xseA","","Exodeoxyribonuclease 7 large subunit","2","2","1","2","1245","","","","1337","1337","1337","OAPGLPBN_01174","ECPKFHDG_01278"
"group_695","","hypothetical protein","2","2","1","2","2167","","","","290","290","290","OAPGLPBN_01391","ECPKFHDG_01495"
"nikC","","Nickel import system permease protein NikC","2","2","1","2","2253","","","","854","854","854","OAPGLPBN_01305","ECPKFHDG_01409"
"group_697","","hypothetical protein","2","2","1","2","1620","","","","719","719","719","OAPGLPBN_01943","ECPKFHDG_02046"
"group_698","","hypothetical protein","2","2","1","2","795","","","","524","524","524","OAPGLPBN_00691","ECPKFHDG_00788"
"group_699","","hypothetical protein","2","2","1","2","1626","","","","206","206","206","OAPGLPBN_01937","ECPKFHDG_02040"
"lacG_1","","6-phospho-beta-galactosidase","2","2","1","2","730","","","","599","1412","1005","OAPGLPBN_00616","ECPKFHDG_00715"
"atpG","","ATP synthase gamma chain","2","2","1","2","805","","","","866","866","866","OAPGLPBN_00701","ECPKFHDG_00798"
"group_701","","hypothetical protein","2","2","1","2","239","","","","623","623","623","OAPGLPBN_00122","ECPKFHDG_00228"
"rpsT","","30S ribosomal protein S20","2","2","1","2","1179","","","","251","251","251","OAPGLPBN_01108","ECPKFHDG_01212"
"vraR_2","","Response regulator protein VraR","2","2","1","2","971","","","","623","623","623","OAPGLPBN_00892","ECPKFHDG_00998"
"sepF","","Cell division protein SepF","2","2","1","2","2066","","","","593","593","593","OAPGLPBN_01492","ECPKFHDG_01596"
"pheA","","Bifunctional chorismate mutase/prephenate dehydratase","2","2","1","2","904","","","","803","803","803","OAPGLPBN_00795","ECPKFHDG_00901"
"group_706","gtfA_4","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit","2","2","1","2","1567","","","","1502","1502","1502","OAPGLPBN_01996","ECPKFHDG_02099"
"btuD_1","","Vitamin B12 import ATP-binding protein BtuD","2","2","1","2","879","","","","914","914","914","OAPGLPBN_00779","ECPKFHDG_00876"
"pcrB","","Heptaprenylglyceryl phosphate synthase","2","2","1","2","912","","","","692","692","692","OAPGLPBN_00803","ECPKFHDG_00909"
"fabG_1","","3-oxoacyl-[acyl-carrier-protein] reductase FabG","2","2","1","2","2155","","","","704","704","704","OAPGLPBN_01403","ECPKFHDG_01507"
"group_710","","hypothetical protein","2","2","1","2","1911","","","","623","623","623","OAPGLPBN_01650","ECPKFHDG_01754"
"mntB","","Manganese transport system membrane protein MntB","2","2","1","2","1636","","","","836","836","836","OAPGLPBN_01927","ECPKFHDG_02030"
"group_712","","hypothetical protein","2","2","1","2","464","","","","200","200","200","OAPGLPBN_00350","ECPKFHDG_00449"
"group_713","","hypothetical protein","2","2","1","2","390","","","","1331","1331","1331","OAPGLPBN_00276","ECPKFHDG_00376"
"lpd","","Dihydrolipoyl dehydrogenase","2","2","1","2","249","","","","1352","1352","1352","OAPGLPBN_00132","ECPKFHDG_00236"
"group_715","","putative protein","2","2","1","2","158","","","","761","761","761","OAPGLPBN_00041","ECPKFHDG_00147"
"group_716","","hypothetical protein","2","2","1","2","1793","","","","416","416","416","OAPGLPBN_01768","ECPKFHDG_01871"
"ydhP","","Inner membrane transport protein YdhP","2","2","1","2","278","","","","1175","1175","1175","OAPGLPBN_00161","ECPKFHDG_00265"
"cntC","","Metal-staphylopine import system permease protein CntC","2","2","1","2","206","","","","878","878","878","OAPGLPBN_00089","ECPKFHDG_00195"
"cycA_1","","D-serine/D-alanine/glycine transporter","2","2","1","2","396","","","","1379","1379","1379","OAPGLPBN_00282","ECPKFHDG_00382"
"group_720","","putative AAA domain-containing protein","2","2","1","2","1142","","","","1271","1271","1271","OAPGLPBN_01071","ECPKFHDG_01175"
"fetB","","putative iron export permease protein FetB","2","2","1","2","499","","","","776","776","776","OAPGLPBN_00385","ECPKFHDG_00484"
"murJ_1","","Lipid II flippase MurJ","2","2","1","2","1031","","","","1661","1661","1661","OAPGLPBN_00960","ECPKFHDG_01064"
"sumT","","Uroporphyrinogen-III C-methyltransferase","2","2","1","2","352","","","","779","779","779","OAPGLPBN_00238","ECPKFHDG_00338"
"lacB","","Galactose-6-phosphate isomerase subunit LacB","2","2","1","2","725","","","","515","515","515","OAPGLPBN_00611","ECPKFHDG_00710"
"group_725","","hypothetical protein","2","2","1","2","1876","","","","575","575","575","OAPGLPBN_01685","ECPKFHDG_01789"
"asd","","Aspartate-semialdehyde dehydrogenase","2","2","1","2","1364","","","","989","989","989","OAPGLPBN_01293","ECPKFHDG_01397"
"purK","","N5-carboxyaminoimidazole ribonucleotide synthase","2","2","1","2","1965","","","","1127","1127","1127","OAPGLPBN_01594","ECPKFHDG_01698"
"hchA","","Protein/nucleic acid deglycase HchA","2","2","1","2","2247","","","","659","659","659","OAPGLPBN_01311","ECPKFHDG_01415"
"rlmCD","","23S rRNA (uracil-C(5))-methyltransferase RlmCD","2","2","1","2","921","","","","1418","1418","1418","OAPGLPBN_00812","ECPKFHDG_00918"
"group_730","","hypothetical protein","2","2","1","2","305","","","","2858","2858","2858","OAPGLPBN_00188","ECPKFHDG_00292"
"group_731","","hypothetical protein","2","2","1","2","1812","","","","542","542","542","OAPGLPBN_01749","ECPKFHDG_01852"
"nupG","","Purine nucleoside transport protein NupG","2","2","1","2","1647","","","","1268","1268","1268","OAPGLPBN_01916","ECPKFHDG_02019"
"yedJ","","putative protein YedJ","2","2","1","2","819","","","","653","653","653","OAPGLPBN_00715","ECPKFHDG_00812"
"group_734","","hypothetical protein","2","2","1","2","1781","","","","458","458","458","OAPGLPBN_01781","ECPKFHDG_01884"
"group_735","","queuosine precursor transporter","2","2","1","2","1317","","","","704","704","704","OAPGLPBN_01246","ECPKFHDG_01350"
"trmL","","tRNA (cytidine(34)-2'-O)-methyltransferase","2","2","1","2","964","","","","470","470","470","OAPGLPBN_00885","ECPKFHDG_00991"
"lysS","","Lysine--tRNA ligase","2","2","1","2","1515","","","","1487","1487","1487","OAPGLPBN_02064","ECPKFHDG_02167"
"dnaI","","Primosomal protein DnaI","2","2","1","2","1095","","","","920","920","920","OAPGLPBN_01024","ECPKFHDG_01128"
"group_739","","hypothetical protein","2","2","1","2","882","","","","731","731","731","OAPGLPBN_00782","ECPKFHDG_00879"
"lspA","","Lipoprotein signal peptidase","2","2","1","2","2073","","","","533","533","533","OAPGLPBN_01485","ECPKFHDG_01589"
"mneS","","Manganese efflux system protein MneS","2","2","1","2","525","","","","881","881","881","OAPGLPBN_00411","ECPKFHDG_00510"
"moaE","","Molybdopterin synthase catalytic subunit","2","2","1","2","668","","","","452","452","452","OAPGLPBN_00555","ECPKFHDG_00653"
"guaA","","GMP synthase [glutamine-hydrolyzing]","2","2","1","2","1440","","","","1541","1541","1541","OAPGLPBN_02144","ECPKFHDG_02246"
"group_744","","hypothetical protein","2","2","1","2","1633","","","","464","464","464","OAPGLPBN_01930","ECPKFHDG_02033"
"hisC_1","","Histidinol-phosphate aminotransferase","2","2","1","2","876","","","","1289","1289","1289","OAPGLPBN_00776","ECPKFHDG_00873"
"group_746","","hypothetical protein","2","2","1","2","1588","","","","452","452","452","OAPGLPBN_01975","ECPKFHDG_02078"
"adh_1","","Alcohol dehydrogenase","2","2","1","2","426","","","","1052","1052","1052","OAPGLPBN_00312","ECPKFHDG_00412"
"group_748","","hypothetical protein","2","2","1","2","393","","","","269","269","269","OAPGLPBN_00279","ECPKFHDG_00379"
"group_749","","putative lipoprotein","2","2","1","2","189","","","","323","323","323","OAPGLPBN_00072","ECPKFHDG_00178"
"menH_3","","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","2","2","1","2","1947","","","","803","803","803","OAPGLPBN_01612","ECPKFHDG_01716"
"gcvH","","Glycine cleavage system H protein","2","2","1","2","1815","","","","380","380","380","OAPGLPBN_01746","ECPKFHDG_01849"
"acyP","","Acylphosphatase","2","2","1","2","1352","","","","269","269","269","OAPGLPBN_01281","ECPKFHDG_01385"
"tagX","","Putative glycosyltransferase TagX","2","2","1","2","1644","","","","1064","1064","1064","OAPGLPBN_01919","ECPKFHDG_02022"
"rpsC","","30S ribosomal protein S3","2","2","1","2","694","","","","653","653","653","OAPGLPBN_00580","ECPKFHDG_00679"
"metP_2","","Methionine import system permease protein MetP","2","2","1","2","1461","","","","659","659","659","OAPGLPBN_02122","ECPKFHDG_02225"
"group_756","","hypothetical protein","2","2","1","2","417","","","","431","431","431","OAPGLPBN_00303","ECPKFHDG_00403"
"group_757","","hypothetical protein","2","2","1","2","1233","","","","218","218","218","OAPGLPBN_01162","ECPKFHDG_01266"
"fmtA","","Teichoic acid D-alanine hydrolase","2","2","1","2","1956","","","","1202","1202","1202","OAPGLPBN_01603","ECPKFHDG_01707"
"acpP","","Acyl carrier protein","2","2","1","2","2108","","","","233","233","233","OAPGLPBN_01450","ECPKFHDG_01554"
"group_760","","putative ABC transporter permease","2","2","1","2","1320","","","","1049","1049","1049","OAPGLPBN_01249","ECPKFHDG_01353"
"tag","","DNA-3-methyladenine glycosylase 1","2","2","1","2","1113","","","","560","560","560","OAPGLPBN_01042","ECPKFHDG_01146"
"group_762","","hypothetical protein","2","2","1","2","329","","","","1337","1337","1337","OAPGLPBN_00215","ECPKFHDG_00316"
"dnaG","","DNA primase","2","2","1","2","1202","","","","1796","1796","1796","OAPGLPBN_01131","ECPKFHDG_01235"
"group_764","","hypothetical protein","2","2","1","2","1381","","","","395","395","395","OAPGLPBN_02203","ECPKFHDG_02305"
"group_765","","hypothetical protein","2","2","1","2","1504","","","","263","263","263","OAPGLPBN_02075","ECPKFHDG_02178"
"gpmI","","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","2","2","1","2","1779","","","","1517","1517","1517","OAPGLPBN_01783","ECPKFHDG_01886"
"group_767","","hypothetical protein","2","2","1","2","1276","","","","962","962","962","OAPGLPBN_01205","ECPKFHDG_01309"
"group_768","","hypothetical protein","2","2","1","2","1144","","","","143","143","143","OAPGLPBN_01073","ECPKFHDG_01177"
"trpB","","Tryptophan synthase beta chain","2","2","1","2","2245","","","","1208","1208","1208","OAPGLPBN_01313","ECPKFHDG_01417"
"group_770","","hypothetical protein","2","2","1","2","1465","","","","278","278","278","OAPGLPBN_02118","ECPKFHDG_02221"
"dapB","","4-hydroxy-tetrahydrodipicolinate reductase","2","2","1","2","1362","","","","722","722","722","OAPGLPBN_01291","ECPKFHDG_01395"
"group_772","","hypothetical protein","2","2","1","2","1533","","","","575","575","575","OAPGLPBN_02030","ECPKFHDG_02133"
"hemY","","Protoporphyrinogen oxidase","2","2","1","2","988","","","","1448","1448","1448","OAPGLPBN_00909","ECPKFHDG_01015"
"rplR","","50S ribosomal protein L18","2","2","1","2","704","","","","362","362","362","OAPGLPBN_00590","ECPKFHDG_00689"
"group_775","","putative hydrolase","2","2","1","2","160","","","","812","812","812","OAPGLPBN_00043","ECPKFHDG_00149"
"group_776","","hypothetical protein","2","2","1","2","1933","","","","185","185","185","OAPGLPBN_01628","ECPKFHDG_01732"
"ecfA1","","Energy-coupling factor transporter ATP-binding protein EcfA1","2","2","1","2","716","","","","809","809","809","OAPGLPBN_00602","ECPKFHDG_00701"
"sdhB","","L-serine dehydratase, beta chain","2","2","1","2","442","","","","683","683","683","OAPGLPBN_00328","ECPKFHDG_00428"
"pepF1_1","","Oligoendopeptidase F, plasmid","2","2","1","2","2256","","","","1811","1811","1811","OAPGLPBN_01302","ECPKFHDG_01406"
"group_780","","hypothetical protein","2","2","1","2","280","","","","1550","1550","1550","OAPGLPBN_00163","ECPKFHDG_00267"
"glmS","","Glutamine--fructose-6-phosphate aminotransferase [isomerizing]","2","2","1","2","758","","","","1805","1805","1805","OAPGLPBN_00654","ECPKFHDG_00752"
"rpsL","","30S ribosomal protein S12","2","2","1","2","1544","","","","413","413","413","OAPGLPBN_02019","ECPKFHDG_02122"
"brnQ_1","","Branched-chain amino acid transport system 2 carrier protein","2","2","1","2","213","","","","1361","1361","1361","OAPGLPBN_00096","ECPKFHDG_00202"
"rodZ","","Cytoskeleton protein RodZ","2","2","1","2","2157","","","","392","392","392","OAPGLPBN_01401","ECPKFHDG_01505"
"csbC","","putative metabolite transport protein CsbC","2","2","1","2","242","","","","1340","1340","1340","OAPGLPBN_00125","ECPKFHDG_00230"
"group_786","","hypothetical protein","2","2","1","2","974","","","","344","344","344","OAPGLPBN_00895","ECPKFHDG_01001"
"group_787","","Putative two-component membrane permease complex subunit SMU_747c","2","2","1","2","154","","","","884","884","884","OAPGLPBN_00037","ECPKFHDG_00142"
"thrC","","Threonine synthase","2","2","1","2","2204","","","","1064","1064","1064","OAPGLPBN_01354","ECPKFHDG_01458"
"ftsZ","","Cell division protein FtsZ","2","2","1","2","2063","","","","1184","1184","1184","OAPGLPBN_01495","ECPKFHDG_01599"
"ppaC","","putative manganese-dependent inorganic pyrophosphatase","2","2","1","2","901","","","","929","929","929","OAPGLPBN_00792","ECPKFHDG_00898"
"trmK","","tRNA (adenine(22)-N(1))-methyltransferase","2","2","1","2","1204","","","","689","689","689","OAPGLPBN_01133","ECPKFHDG_01237"
"kimA","","Potassium transporter KimA","2","2","1","2","516","","","","1829","1829","1829","OAPGLPBN_00402","ECPKFHDG_00501"
"spo0J","","Stage 0 sporulation protein J","2","2","1","2","1414","","","","812","812","812","OAPGLPBN_02170","ECPKFHDG_02272"
"mnhG1","","Na(+)/H(+) antiporter subunit G1","2","2","1","2","1856","","","","356","356","356","OAPGLPBN_01705","ECPKFHDG_01808"
"traP","","Signal transduction protein TRAP","2","2","1","2","985","","","","503","503","503","OAPGLPBN_00906","ECPKFHDG_01012"
"ptpA","","Low molecular weight protein-tyrosine-phosphatase PtpA","2","2","1","2","937","","","","464","464","464","OAPGLPBN_00828","ECPKFHDG_00934"
"uvrA_2","","UvrABC system protein A","2","2","1","2","1761","","","","2834","2834","2834","OAPGLPBN_01802","ECPKFHDG_01905"
"dapE_2","","putative succinyl-diaminopimelate desuccinylase","2","2","1","2","315","","","","1244","1244","1244","OAPGLPBN_00198","ECPKFHDG_00302"
"cspA_1","","Cold shock protein CspA","2","2","1","2","1354","","","","200","200","200","OAPGLPBN_01283","ECPKFHDG_01387"
"ecfT_2","","Energy-coupling factor transporter transmembrane protein EcfT","2","2","1","2","1975","","","","806","806","806","OAPGLPBN_01584","ECPKFHDG_01688"
"group_801","","putative oxidoreductase","2","2","1","2","1866","","","","1127","1127","1127","OAPGLPBN_01695","ECPKFHDG_01798"
"ndhB","","NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic","2","2","1","2","1449","","","","1496","1496","1496","OAPGLPBN_02135","ECPKFHDG_02237"
"rplK","","50S ribosomal protein L11","2","2","1","2","1536","","","","422","422","422","OAPGLPBN_02027","ECPKFHDG_02130"
"queE_2","","7-carboxy-7-deazaguanine synthase","2","2","1","2","1709","","","","713","713","713","OAPGLPBN_01854","ECPKFHDG_01957"
"group_805","","hypothetical protein","2","2","1","2","639","","","","494","494","494","OAPGLPBN_00526","ECPKFHDG_00624"
"qoxD","","Quinol oxidase subunit 4","2","2","1","2","1958","","","","290","290","290","OAPGLPBN_01601","ECPKFHDG_01705"
"group_807","","hypothetical protein","2","2","1","2","1218","","","","326","326","326","OAPGLPBN_01147","ECPKFHDG_01251"
"lrgA","","Antiholin-like protein LrgA","2","2","1","2","509","","","","449","449","449","OAPGLPBN_00395","ECPKFHDG_00494"
"copA","","Copper-exporting P-type ATPase","2","2","1","2","406","","","","2384","2384","2384","OAPGLPBN_00292","ECPKFHDG_00392"
"lcdH_1","","L-carnitine dehydrogenase","2","2","1","2","216","","","","965","965","965","OAPGLPBN_00099","ECPKFHDG_00205"
"tuf","","Elongation factor Tu","2","2","1","2","1547","","","","1184","1184","1184","OAPGLPBN_02016","ECPKFHDG_02119"
"group_812","","hypothetical protein","2","2","1","2","294","","","","347","347","347","OAPGLPBN_00177","ECPKFHDG_00281"
"walR","","Transcriptional regulatory protein WalR","2","2","1","2","102","","","","701","701","701","OAPGLPBN_00020","ECPKFHDG_00020"
"tcyA","","L-cystine-binding protein TcyA","2","2","1","2","527","","","","788","788","788","OAPGLPBN_00413","ECPKFHDG_00512"
"crcB_1","","Putative fluoride ion transporter CrcB","2","2","1","2","1005","","","","353","353","353","OAPGLPBN_00934","ECPKFHDG_01040"
"group_816","","hypothetical protein","2","2","1","2","1750","","","","641","641","641","OAPGLPBN_01813","ECPKFHDG_01916"
"artM","","Arginine transport ATP-binding protein ArtM","2","2","1","2","961","","","","728","728","728","OAPGLPBN_00882","ECPKFHDG_00988"
"menE_2","","2-succinylbenzoate--CoA ligase","2","2","1","2","1577","","","","1373","1373","1373","OAPGLPBN_01986","ECPKFHDG_02089"
"group_819","","hypothetical protein","2","2","1","2","885","","","","557","557","557","OAPGLPBN_00785","ECPKFHDG_00882"
"group_820","","hypothetical protein","2","2","1","2","235","","","","248","248","248","OAPGLPBN_00118","ECPKFHDG_00224"
"pyrP","","Uracil permease","2","2","1","2","2076","","","","1307","1307","1307","OAPGLPBN_01482","ECPKFHDG_01586"
"rpsS","","30S ribosomal protein S19","2","2","1","2","692","","","","278","278","278","OAPGLPBN_00578","ECPKFHDG_00677"
"moaC","","Cyclic pyranopterin monophosphate synthase","2","2","1","2","665","","","","488","488","488","OAPGLPBN_00552","ECPKFHDG_00650"
"menC","","o-succinylbenzoate synthase","2","2","1","2","995","","","","1001","1001","1001","OAPGLPBN_00924","ECPKFHDG_01030"
"group_825","","hypothetical protein","2","2","1","2","1990","","","","218","218","218","OAPGLPBN_01569","ECPKFHDG_01673"
"pta","","Phosphate acetyltransferase","2","2","1","2","1591","","","","989","989","989","OAPGLPBN_01972","ECPKFHDG_02075"
"katA","","Catalase","2","2","1","2","2209","","","","1514","1514","1514","OAPGLPBN_01349","ECPKFHDG_01453"
"murA2","","UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2","2","2","1","2","786","","","","1259","1259","1259","OAPGLPBN_00681","ECPKFHDG_00779"
"lipR","","Putative acetyl-hydrolase LipR","2","2","1","2","429","","","","980","980","980","OAPGLPBN_00315","ECPKFHDG_00415"
"pyrE","","Orotate phosphoribosyltransferase","2","2","1","2","2082","","","","611","611","611","OAPGLPBN_01476","ECPKFHDG_01580"
"group_831","","hypothetical protein","2","2","1","2","192","","","","1382","1382","1382","OAPGLPBN_00075","ECPKFHDG_00181"
"menH_2","","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","2","2","1","2","2177","","","","926","926","926","OAPGLPBN_01381","ECPKFHDG_01485"
"menA","","1,4-dihydroxy-2-naphthoate octaprenyltransferase","2","2","1","2","1944","","","","938","938","938","OAPGLPBN_01615","ECPKFHDG_01719"
"larE","","Pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase","2","2","1","2","1605","","","","827","827","827","OAPGLPBN_01958","ECPKFHDG_02061"
"yacL","","putative PIN and TRAM-domain containing protein YacL","2","2","1","2","1526","","","","1076","1076","1076","OAPGLPBN_02037","ECPKFHDG_02140"
"yehR","","putative lipoprotein YehR","2","2","1","2","493","","","","467","467","467","OAPGLPBN_00379","ECPKFHDG_00478"
"group_837","","hypothetical protein","2","2","1","2","1013","","","","851","851","851","OAPGLPBN_00942","ECPKFHDG_01048"
"rpmJ","","50S ribosomal protein L36","2","2","1","2","711","","","","113","113","113","OAPGLPBN_00597","ECPKFHDG_00696"
"group_839","","hypothetical protein","2","2","1","2","560","","","","947","947","947","OAPGLPBN_00446","ECPKFHDG_00545"
"pxpC_2","","5-oxoprolinase subunit C","2","2","1","2","1717","","","","1004","1004","1004","OAPGLPBN_01846","ECPKFHDG_01949"
"efp","","Elongation factor P","2","2","1","2","1236","","","","557","557","557","OAPGLPBN_01165","ECPKFHDG_01269"
"group_842","","hypothetical protein","2","2","1","2","1882","","","","401","401","401","OAPGLPBN_01679","ECPKFHDG_01783"
"ureF","","Urease accessory protein UreF","2","2","1","2","649","","","","689","689","689","OAPGLPBN_00536","ECPKFHDG_00634"
"comC","","Type 4 prepilin-like proteins leader peptide-processing enzyme","2","2","1","2","1116","","","","710","710","710","OAPGLPBN_01045","ECPKFHDG_01149"
"group_845","","hypothetical protein","2","2","1","2","1483","","","","803","803","803","OAPGLPBN_02096","ECPKFHDG_02199"
"group_846","","hypothetical protein","2","2","1","2","607","","","","611","611","611","OAPGLPBN_00493","ECPKFHDG_00592"
"group_847","","IS1182 family transposase ISSep1","2","2","1","2","2011","","","","218","218","218","OAPGLPBN_01548","ECPKFHDG_01652"
"ybeY","","Endoribonuclease YbeY","2","2","1","2","1194","","","","467","467","467","OAPGLPBN_01123","ECPKFHDG_01227"
"group_849","","hypothetical protein","2","2","1","2","1670","","","","593","593","593","OAPGLPBN_01893","ECPKFHDG_01996"
"ssbA_2","","Single-stranded DNA-binding protein A","2","2","1","2","1421","","","","509","509","509","OAPGLPBN_02163","ECPKFHDG_02265"
"group_851","","hypothetical protein","2","2","1","2","2190","","","","683","683","683","OAPGLPBN_01368","ECPKFHDG_01472"
"nupC","","Nucleoside permease NupC","2","2","1","2","1520","","","","1214","1214","1214","OAPGLPBN_02043","ECPKFHDG_02146"
"rbgA","","Ribosome biogenesis GTPase A","2","2","1","2","2120","","","","863","863","863","OAPGLPBN_01438","ECPKFHDG_01542"
"guaC","","GMP reductase","2","2","1","2","2212","","","","977","977","977","OAPGLPBN_01346","ECPKFHDG_01450"
"carA","","Carbamoyl-phosphate synthase small chain","2","2","1","2","2079","","","","1100","1100","1100","OAPGLPBN_01479","ECPKFHDG_01583"
"pdhA","","Pyruvate dehydrogenase E1 component subunit alpha","2","2","1","2","1993","","","","1112","1112","1112","OAPGLPBN_01566","ECPKFHDG_01670"
"gseA","","Glutamyl endopeptidase","2","2","1","2","958","","","","848","848","848","OAPGLPBN_00879","ECPKFHDG_00985"
"atpC","","ATP synthase epsilon chain","2","2","1","2","807","","","","404","404","404","OAPGLPBN_00703","ECPKFHDG_00800"
"pdhC_1","","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex","2","2","1","2","252","","","","1277","1277","1277","OAPGLPBN_00135","ECPKFHDG_00239"
"group_860","","3-hexulose-6-phosphate synthase","2","2","1","2","1574","","","","632","632","632","OAPGLPBN_01989","ECPKFHDG_02092"
"yknY","","putative ABC transporter ATP-binding protein YknY","2","2","1","2","1386","","","","686","686","686","OAPGLPBN_02198","ECPKFHDG_02300"
"group_862","","hypothetical protein","2","2","1","2","2165","","","","866","866","866","OAPGLPBN_01393","ECPKFHDG_01497"
"ltaA","","putative glycolipid permease LtaA","2","2","1","2","1923","","","","1193","1193","1193","OAPGLPBN_01638","ECPKFHDG_01742"
"ybaK","","Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK","2","2","1","2","1695","","","","506","506","506","OAPGLPBN_01868","ECPKFHDG_01971"
"rpsA","","30S ribosomal protein S1","2","2","1","2","1282","","","","1178","1178","1178","OAPGLPBN_01211","ECPKFHDG_01315"
"group_866","","hypothetical protein","2","2","1","2","582","","","","551","551","551","OAPGLPBN_00468","ECPKFHDG_00567"
"secY_1","","Protein translocase subunit SecY","2","2","1","2","287","","","","1199","1199","1199","OAPGLPBN_00170","ECPKFHDG_00274"
"murQ","","N-acetylmuramic acid 6-phosphate etherase","2","2","1","2","624","","","","887","887","887","OAPGLPBN_00510","ECPKFHDG_00609"
"sarA","","Transcriptional regulator SarA","2","2","1","2","1622","","","","374","374","374","OAPGLPBN_01941","ECPKFHDG_02044"
"group_870","","hypothetical protein","2","2","1","2","399","","","","104","104","104","OAPGLPBN_00285","ECPKFHDG_00385"
"upp","","Uracil phosphoribosyltransferase","2","2","1","2","797","","","","629","629","629","OAPGLPBN_00693","ECPKFHDG_00790"
"group_872","","hypothetical protein","2","2","1","2","452","","","","107","107","107","OAPGLPBN_00338","ECPKFHDG_00437"
"sodA","","Superoxide dismutase [Mn/Fe]","2","2","1","2","1211","","","","599","599","599","OAPGLPBN_01140","ECPKFHDG_01244"
"group_874","","hypothetical protein","2","2","1","2","496","","","","770","770","770","OAPGLPBN_00382","ECPKFHDG_00481"
"tgt","","Queuine tRNA-ribosyltransferase","2","2","1","2","1131","","","","1139","1139","1139","OAPGLPBN_01060","ECPKFHDG_01164"
"rplGB","","Ribosome-associated protein L7Ae-like protein","2","2","1","2","1543","","","","260","260","260","OAPGLPBN_02020","ECPKFHDG_02123"
"group_877","","hypothetical protein","2","2","1","2","1714","","","","608","608","608","OAPGLPBN_01849","ECPKFHDG_01952"
"betA","","Oxygen-dependent choline dehydrogenase","2","2","1","2","364","","","","1718","1718","1718","OAPGLPBN_00250","ECPKFHDG_00350"
"group_879","","Putative bifunctional exonuclease/endonuclease protein","2","2","1","2","924","","","","554","554","554","OAPGLPBN_00815","ECPKFHDG_00921"
"lvr","","Levodione reductase","2","2","1","2","490","","","","818","818","818","OAPGLPBN_00376","ECPKFHDG_00475"
"rplGA","","putative ribosomal protein YlxQ","2","2","1","2","2143","","","","317","317","317","OAPGLPBN_01415","ECPKFHDG_01519"
"group_882","","hypothetical protein","2","2","1","2","2008","","","","191","191","191","OAPGLPBN_01551","ECPKFHDG_01655"
"group_883","","hypothetical protein","2","2","1","2","563","","","","263","263","263","OAPGLPBN_00449","ECPKFHDG_00548"
"group_884","","hypothetical protein","2","2","1","2","1407","","","","200","200","200","OAPGLPBN_02177","ECPKFHDG_02279"
"sufT","","Fe-S protein maturation auxiliary factor SufT","2","2","1","2","1885","","","","308","308","308","OAPGLPBN_01676","ECPKFHDG_01780"
"ureB","","Urease subunit beta","2","2","1","2","652","","","","401","401","401","OAPGLPBN_00539","ECPKFHDG_00637"
"group_887","","Putative 3-methyladenine DNA glycosylase","2","2","1","2","595","","","","608","608","608","OAPGLPBN_00481","ECPKFHDG_00580"
"tmk","","Thymidylate kinase","2","2","1","2","1480","","","","611","611","611","OAPGLPBN_02099","ECPKFHDG_02202"
"dnaC","","Replicative DNA helicase","2","2","1","2","100","","","","1400","1400","1400","OAPGLPBN_00016","ECPKFHDG_00016"
"uppP","","Undecaprenyl-diphosphatase","2","2","1","2","1682","","","","872","872","872","OAPGLPBN_01881","ECPKFHDG_01984"
"ugtP","","Processive diacylglycerol beta-glucosyltransferase","2","2","1","2","1924","","","","1175","1175","1175","OAPGLPBN_01637","ECPKFHDG_01741"
"macB","","Macrolide export ATP-binding/permease protein MacB","2","2","1","2","1387","","","","1196","1196","1196","OAPGLPBN_02197","ECPKFHDG_02299"
"ydjF","","putative HTH-type transcriptional regulator YdjF","2","2","1","2","1696","","","","758","758","758","OAPGLPBN_01867","ECPKFHDG_01970"
"lytR","","Sensory transduction protein LytR","2","2","1","2","510","","","","758","758","758","OAPGLPBN_00396","ECPKFHDG_00495"
"group_895","","hypothetical protein","2","2","1","2","638","","","","473","473","473","OAPGLPBN_00525","ECPKFHDG_00623"
"bcr_2","","Bicyclomycin resistance protein","2","2","1","2","581","","","","1211","1211","1211","OAPGLPBN_00467","ECPKFHDG_00566"
"aldA_1","","Putative aldehyde dehydrogenase AldA","2","2","1","2","451","","","","1493","1493","1493","OAPGLPBN_00337","ECPKFHDG_00436"
"rpmA","","50S ribosomal protein L27","2","2","1","2","1125","","","","284","284","284","OAPGLPBN_01054","ECPKFHDG_01158"
