"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","200","201","202","317","318","319","322","323","324","327","328","329","332","333","334"
"group_489","","hypothetical protein","3","3","1","1","215","299","1","","233","233","233","","","","","","","","","","","","","IMDFGEMN_00172","KHHHHCOB_00055","KMFFNEKJ_00669"
"panS_1","","Pantothenate precursors transporter PanS","3","3","1","1","297","207","1","","341","341","341","","","","OCKNCMEG_00501","OIJDMNBO_02435","PPDKNGKA_02412","","","","","","","","",""
"group_5","","IS1182 family transposase ISSau3","3","3","1","1","3886","282","2","","608","608","608","","","","","","","","","","","","","IMDFGEMN_00808","KHHHHCOB_01998","KMFFNEKJ_00033"
"group_500","","hypothetical protein","3","3","1","1","360","414","1","","320","320","320","","","","","","","","BJCJJAEL_01747","NFIBCCNE_02322","","","HAOGAOPA_00886","","",""
"lacE_1","","PTS system lactose-specific EIICB component","3","3","1","1","440","388","1","","866","866","866","","","","","","","EPFCPEFD_01307","","","POKGPMKP_02109","AMPJGNCI_01651","","","",""
"ilvA_2","","L-threonine dehydratase biosynthetic IlvA","3","3","1","1","2985","3","45","","434","434","434","","","","","","","","BJCJJAEL_01529","NFIBCCNE_02104","","","HAOGAOPA_01104","","",""
"group_518","","hypothetical protein","3","3","1","1","2387","5","60","","296","296","296","","","","OCKNCMEG_00181","OIJDMNBO_02113","PPDKNGKA_02092","","","","","","","","",""
"group_52","copB","Copper-exporting P-type ATPase B","3","3","1","1","3803","1","336","","2045","2045","2045","","","","","","","","BJCJJAEL_02737","NFIBCCNE_02711","","","HAOGAOPA_02738","","",""
"group_523","","hypothetical protein","3","3","1","1","677","2","107","","236","236","236","","","","OCKNCMEG_02352","OIJDMNBO_01465","PPDKNGKA_01446","","","","","","","","",""
"group_530","","hypothetical protein","3","3","1","1","2326","70","2","","194","194","194","","","","","","","","","","","","","IMDFGEMN_00665","KHHHHCOB_02141","KMFFNEKJ_00176"
"group_535","","hypothetical protein","3","3","1","1","3661","1","398","","1016","1016","1016","HCCBNODH_00849","GKHFBONB_00803","HMFBFOGB_01138","","","","","","","","","","","",""
"group_537","","IS3 family transposase ISEfa8","3","3","1","1","63","3","39","","281","281","281","","","","","","","","BJCJJAEL_00760","NFIBCCNE_01334","","","HAOGAOPA_01875","","",""
"group_538","","hypothetical protein","3","3","1","1","2498","4","84","","254","254","254","","","","","","","","BJCJJAEL_02217","NFIBCCNE_00140","","","HAOGAOPA_00417","","",""
"group_539","","IS3 family transposase ISEfa8","3","3","1","1","3635","1","468","","281","281","281","HCCBNODH_00859","GKHFBONB_00813","HMFBFOGB_01128","","","","","","","","","","","",""
"group_554","","hypothetical protein","3","3","1","1","709","379","1","","419","419","419","","","","","","","EPFCPEFD_00742","","","POKGPMKP_01544","AMPJGNCI_02215","","","",""
"accC_2","","Biotin carboxylase","3","3","1","1","950","292","1","","167","167","167","","","","","","","","","","","","","IMDFGEMN_00977","KHHHHCOB_01828","KMFFNEKJ_02440"
"hly_2","","Alpha-hemolysin","3","3","1","1","3169","17","4","","338","338","338","","","","OCKNCMEG_01967","OIJDMNBO_01078","PPDKNGKA_01060","","","","","","","","",""
"group_6","","hypothetical protein","3","3","1","1","789","277","1","","224","224","224","","","","","","","","","","","","","IMDFGEMN_00831","KHHHHCOB_01974","KMFFNEKJ_00009"
"group_637","","hypothetical protein","3","3","1","1","1923","205","1","","137","137","137","","","","OCKNCMEG_01216","OIJDMNBO_00326","PPDKNGKA_00309","","","","","","","","",""
"group_642","nupC_1","Nucleoside permease NupC","3","3","1","1","1892","385","1","","437","437","437","","","","","","","EPFCPEFD_02086","","","POKGPMKP_00236","AMPJGNCI_00874","","","",""
"murQ_1","","N-acetylmuramic acid 6-phosphate etherase","3","3","1","1","1755","387","1","","188","188","188","","","","","","","EPFCPEFD_01961","","","POKGPMKP_00111","AMPJGNCI_00999","","","",""
"group_667","","hypothetical protein","3","3","1","1","1600","4","82","","224","224","224","","","","","","","","BJCJJAEL_02221","NFIBCCNE_00144","","","HAOGAOPA_00413","","",""
"group_678","","hypothetical protein","3","3","1","1","2559","202","1","","272","272","272","","","","OCKNCMEG_00869","OIJDMNBO_02803","PPDKNGKA_02780","","","","","","","","",""
"group_688","","hypothetical protein","3","3","1","1","1394","174","128","","146","146","146","","","","","","PPDKNGKA_01928","","","","POKGPMKP_00802","AMPJGNCI_00307","","","",""
"group_689","","hypothetical protein","3","3","1","1","2117","174","24","","146","146","146","","","","OCKNCMEG_02879","OIJDMNBO_01947","PPDKNGKA_02871","","","","","","","","",""
"group_693","","hypothetical protein","3","3","1","1","1370","174","40","","221","221","221","","","","OCKNCMEG_00029","OIJDMNBO_01961","PPDKNGKA_02857","","","","","","","","",""
"group_699","","hypothetical protein","3","3","1","1","4363","5","30","","569","569","569","","","","","","","","BJCJJAEL_00268","NFIBCCNE_00842","","","HAOGAOPA_02367","","",""
"group_7","","IS1182 family transposase ISSau3","3","3","1","1","787","277","2","","491","491","491","","","","","","","","","","","","","IMDFGEMN_00830","KHHHHCOB_01975","KMFFNEKJ_00010"
"group_703","","hypothetical protein","3","3","1","1","4361","5","32","","527","527","527","","","","","","","","BJCJJAEL_00266","NFIBCCNE_00840","","","HAOGAOPA_02369","","",""
"group_706","","hypothetical protein","3","3","1","1","572","5","46","","527","527","527","","","","","","","EPFCPEFD_02567","","","POKGPMKP_00717","AMPJGNCI_00392","","","",""
"group_71","","hypothetical protein","3","3","1","1","3630","1","103","","425","425","425","","","","OCKNCMEG_01554","OIJDMNBO_00665","PPDKNGKA_00647","","","","","","","","",""
"group_716","","hypothetical protein","3","3","1","1","141","4","103","","506","698","634","","","","OCKNCMEG_00956","OIJDMNBO_00066","PPDKNGKA_00046","","","","","","","","",""
"group_718","","hypothetical protein","3","3","1","1","136","4","99","","434","659","584","","","","OCKNCMEG_00959","OIJDMNBO_00069","PPDKNGKA_00051","","","","","","","","",""
"group_723","essG_6","Type VII secretion system protein EsaG","3","3","1","1","1512","6","31","","104","104","104","","","","","","","EPFCPEFD_02070","","","POKGPMKP_00220","AMPJGNCI_00890","","","",""
"group_731","bin3","Putative transposon Tn552 DNA-invertase bin3","3","3","1","1","3837","1","355","","317","317","317","","","","","","","","BJCJJAEL_02729","NFIBCCNE_02784","","","HAOGAOPA_02730","","",""
"group_746","appA","Oligopeptide-binding protein AppA","3","3","1","1","3353","175","3","","1355","1355","1355","","","","OCKNCMEG_01795","OIJDMNBO_00906","PPDKNGKA_00888","","","","","","","","",""
"group_751","","hypothetical protein","3","3","1","1","1389","174","117","","254","254","254","","","","","","","EPFCPEFD_02645","","","POKGPMKP_00795","AMPJGNCI_00314","","","",""
"group_757","","hypothetical protein","3","3","1","1","2035","1","436","","422","422","422","","","","OCKNCMEG_02713","OIJDMNBO_01826","PPDKNGKA_01807","","","","","","","","",""
"group_758","","hypothetical protein","3","3","1","1","2257","174","180","","614","614","614","","","","OCKNCMEG_02803","OIJDMNBO_01916","PPDKNGKA_01897","","","","","","","","",""
"bmrA_2","","Multidrug resistance ABC transporter ATP-binding/permease protein BmrA","3","3","1","1","3540","1","358","","1253","1421","1309","","","","","","","","BJCJJAEL_02722","NFIBCCNE_02777","","","HAOGAOPA_02723","","",""
"group_794","","hypothetical protein","3","3","1","1","3797","1","288","","371","371","371","","","","","","","","BJCJJAEL_02742","NFIBCCNE_02740","","","HAOGAOPA_02743","","",""
"group_8","","IS1182 family transposase ISSau3","3","3","1","1","3167","17","10","","170","170","170","","","","OCKNCMEG_01969","OIJDMNBO_01080","PPDKNGKA_01062","","","","","","","","",""
"group_810","","IS200/IS605 family transposase ISSep3","3","3","1","1","757","331","1","","362","362","362","","","","","","","","","","","","","IMDFGEMN_00803","KHHHHCOB_02003","KMFFNEKJ_00038"
"group_811","","IS200/IS605 family transposase ISSep3","3","3","1","1","1109","60","1","","485","485","485","","","","","","","","","","","","","IMDFGEMN_01162","KHHHHCOB_01643","KMFFNEKJ_02255"
"group_812","","IS200/IS605 family transposase ISSep3","3","3","1","1","1703","268","1","","221","221","221","","","","","","","","","","","","","IMDFGEMN_02332","KHHHHCOB_00472","KMFFNEKJ_01084"
"group_82","","hypothetical protein","3","3","1","1","1401","174","113","","242","242","242","","","","OCKNCMEG_00023","OIJDMNBO_01955","PPDKNGKA_02863","","","","","","","","",""
"group_84","","hypothetical protein","3","3","1","1","681","2","82","","242","242","242","","","","OCKNCMEG_02356","OIJDMNBO_01469","PPDKNGKA_01450","","","","","","","","",""
"group_9","","IS1182 family transposase ISSau3","3","3","1","1","3166","17","9","","1478","1478","1478","","","","OCKNCMEG_01970","OIJDMNBO_01081","PPDKNGKA_01063","","","","","","","","",""
"group_950","","IS6 family transposase IS431R","3","3","1","1","3662","1","399","","674","674","674","HCCBNODH_00848","GKHFBONB_00802","HMFBFOGB_01139","","","","","","","","","","","",""
"group_951","","IS6 family transposase IS431R","3","3","1","1","3665","1","405","","674","674","674","HCCBNODH_00843","GKHFBONB_00797","HMFBFOGB_01144","","","","","","","","","","","",""
"cysL_6","","HTH-type transcriptional regulator CysL","2","2","1","1","3624","1","320","","782","821","801","","","","","","","","","NFIBCCNE_02894","","","HAOGAOPA_02680","","",""
"cysL_2","","HTH-type transcriptional regulator CysL","2","2","1","1","3799","1","290","","821","821","821","","","","","","","","BJCJJAEL_02740","NFIBCCNE_02738","","","","","",""
"group_106","cysL_3","HTH-type transcriptional regulator CysL","2","2","1","1","3746","1","238","","665","821","743","","","","","","","","","NFIBCCNE_02707","","","HAOGAOPA_02741","","",""
"group_111","","hypothetical protein","2","2","1","1","3691","1","373","","7295","7349","7322","","","","","","","","BJCJJAEL_02713","NFIBCCNE_02745","","","","","",""
"group_116","","hypothetical protein","2","2","1","1","2483","4","20","","3413","3413","3413","","","","OCKNCMEG_00932","OIJDMNBO_00042","","","","","","","","","",""
"group_1246","","hypothetical protein","2","2","1","1","2236","174","201","","725","725","725","","","","OCKNCMEG_02847","","PPDKNGKA_02839","","","","","","","","",""
"group_1248","","hypothetical protein","2","2","1","1","2237","174","202","","134","134","134","","","","OCKNCMEG_02846","","PPDKNGKA_02838","","","","","","","","",""
"group_1350","","hypothetical protein","2","2","1","1","2244","174","209","","395","395","395","","","","OCKNCMEG_02839","","PPDKNGKA_02831","","","","","","","","",""
"group_1354","","hypothetical protein","2","2","1","1","2194","174","161","","1823","1823","1823","","","","OCKNCMEG_02813","","PPDKNGKA_02825","","","","","","","","",""
"group_138","","hypothetical protein","2","2","1","1","3621","1","59","","581","581","581","","","","","","","","","NFIBCCNE_02972","","","HAOGAOPA_02679","","",""
"group_141","","hypothetical protein","2","2","1","1","3748","1","236","","581","581","581","","","","","","","","","NFIBCCNE_02706","","","HAOGAOPA_02742","","",""
"group_142","","hypothetical protein","2","2","1","1","3798","1","289","","581","581","581","","","","","","","","BJCJJAEL_02741","NFIBCCNE_02739","","","","","",""
"mco_2","","Multicopper oxidase mco","2","2","1","1","3609","1","297","","227","1433","830","","","","","","","","","NFIBCCNE_02731","","","HAOGAOPA_02684","","",""
"group_1691","","hypothetical protein","2","2","1","1","65","99","1","","146","146","146","","GKHFBONB_02534","HMFBFOGB_01963","","","","","","","","","","","",""
"group_1753","","hypothetical protein","2","2","1","1","2235","174","200","","674","674","674","","","","OCKNCMEG_02848","","PPDKNGKA_02840","","","","","","","","",""
"group_1755","","hypothetical protein","2","2","1","1","2238","174","203","","680","680","680","","","","OCKNCMEG_02845","","PPDKNGKA_02837","","","","","","","","",""
"xerC_6","","Tyrosine recombinase XerC","2","2","1","1","2239","174","204","","1046","1046","1046","","","","OCKNCMEG_02844","","PPDKNGKA_02836","","","","","","","","",""
"group_1834","","hypothetical protein","2","2","1","1","2497","4","6","","1418","1418","1418","","","","OCKNCMEG_00918","OIJDMNBO_00028","","","","","","","","","",""
"group_1835","","hypothetical protein","2","2","1","1","2496","4","7","","4739","4739","4739","","","","OCKNCMEG_00919","OIJDMNBO_00029","","","","","","","","","",""
"group_1836","","hypothetical protein","2","2","1","1","2495","4","8","","221","221","221","","","","OCKNCMEG_00920","OIJDMNBO_00030","","","","","","","","","",""
"group_1837","","hypothetical protein","2","2","1","1","2494","4","9","","503","503","503","","","","OCKNCMEG_00921","OIJDMNBO_00031","","","","","","","","","",""
"group_1838","","hypothetical protein","2","2","1","1","2493","4","10","","314","314","314","","","","OCKNCMEG_00922","OIJDMNBO_00032","","","","","","","","","",""
"group_1839","","hypothetical protein","2","2","1","1","2492","4","11","","92","92","92","","","","OCKNCMEG_00923","OIJDMNBO_00033","","","","","","","","","",""
"group_1840","","hypothetical protein","2","2","1","1","2491","4","12","","350","350","350","","","","OCKNCMEG_00924","OIJDMNBO_00034","","","","","","","","","",""
"group_1841","","hypothetical protein","2","2","1","1","2490","4","13","","1628","1628","1628","","","","OCKNCMEG_00925","OIJDMNBO_00035","","","","","","","","","",""
"group_1842","","hypothetical protein","2","2","1","1","2489","4","14","","1349","1349","1349","","","","OCKNCMEG_00926","OIJDMNBO_00036","","","","","","","","","",""
"group_1843","","hypothetical protein","2","2","1","1","2488","4","15","","278","278","278","","","","OCKNCMEG_00927","OIJDMNBO_00037","","","","","","","","","",""
"group_1844","","hypothetical protein","2","2","1","1","2487","4","16","","1787","1787","1787","","","","OCKNCMEG_00928","OIJDMNBO_00038","","","","","","","","","",""
"group_1845","","hypothetical protein","2","2","1","1","2486","4","17","","269","269","269","","","","OCKNCMEG_00929","OIJDMNBO_00039","","","","","","","","","",""
"group_1846","","hypothetical protein","2","2","1","1","2485","4","18","","1559","1559","1559","","","","OCKNCMEG_00930","OIJDMNBO_00040","","","","","","","","","",""
"group_1847","","hypothetical protein","2","2","1","1","2482","4","21","","215","215","215","","","","OCKNCMEG_00933","OIJDMNBO_00043","","","","","","","","","",""
"group_1848","","hypothetical protein","2","2","1","1","2481","4","22","","425","425","425","","","","OCKNCMEG_00934","OIJDMNBO_00044","","","","","","","","","",""
"cmoB","","tRNA U34 carboxymethyltransferase","2","2","1","1","2480","4","23","","692","692","692","","","","OCKNCMEG_00935","OIJDMNBO_00045","","","","","","","","","",""
"cntA_2","","Metal-staphylopine-binding protein CntA","2","2","1","1","2479","4","24","","1553","1553","1553","","","","OCKNCMEG_00936","OIJDMNBO_00046","","","","","","","","","",""
"nikB_1","","Nickel import system permease protein NikB","2","2","1","1","2478","4","25","","956","956","956","","","","OCKNCMEG_00937","OIJDMNBO_00047","","","","","","","","","",""
"gsiD","","Glutathione transport system permease protein GsiD","2","2","1","1","2477","4","26","","767","767","767","","","","OCKNCMEG_00938","OIJDMNBO_00048","","","","","","","","","",""
"cntD_1","","Metal-staphylopine import system ATP-binding protein CntD","2","2","1","1","2476","4","27","","767","767","767","","","","OCKNCMEG_00939","OIJDMNBO_00049","","","","","","","","","",""
"nikE_1","","Nickel import ATP-binding protein NikE","2","2","1","1","2475","4","28","","635","635","635","","","","OCKNCMEG_00940","OIJDMNBO_00050","","","","","","","","","",""
"group_1855","","IS3 family transposase ISSau4","2","2","1","1","2474","4","29","","617","617","617","","","","OCKNCMEG_00941","OIJDMNBO_00051","","","","","","","","","",""
"group_1856","","hypothetical protein","2","2","1","1","2473","4","30","","95","95","95","","","","OCKNCMEG_00942","OIJDMNBO_00052","","","","","","","","","",""
"group_1857","","hypothetical protein","2","2","1","1","2472","4","31","","116","116","116","","","","OCKNCMEG_00943","OIJDMNBO_00053","","","","","","","","","",""
"group_1858","","hypothetical protein","2","2","1","1","2471","4","32","","491","491","491","","","","OCKNCMEG_00944","OIJDMNBO_00054","","","","","","","","","",""
"group_1968","","hypothetical protein","2","2","1","1","2199","174","164","","299","299","299","","","","OCKNCMEG_02810","","PPDKNGKA_02828","","","","","","","","",""
"group_2","","hypothetical protein","2","2","1","1","3887","282","1","","152","152","152","","","","","","","","","","","","","","KHHHHCOB_01997","KMFFNEKJ_00032"
"group_2061","","hypothetical protein","2","2","1","1","2241","174","206","","176","176","176","","","","OCKNCMEG_02842","","PPDKNGKA_02834","","","","","","","","",""
"lytO_2","","putative autolysin LytO","2","2","1","1","2242","174","207","","1445","1445","1445","","","","OCKNCMEG_02841","","PPDKNGKA_02833","","","","","","","","",""
"group_2065","","hypothetical protein","2","2","1","1","2243","174","208","","437","437","437","","","","OCKNCMEG_02840","","PPDKNGKA_02832","","","","","","","","",""
"group_2069","","hypothetical protein","2","2","1","1","2196","174","163","","182","182","182","","","","OCKNCMEG_02811","","PPDKNGKA_02827","","","","","","","","",""
"group_2071","","hypothetical protein","2","2","1","1","2195","174","162","","377","377","377","","","","OCKNCMEG_02812","","PPDKNGKA_02826","","","","","","","","",""
"group_2087","","hypothetical protein","2","2","1","1","4059","241","1","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","227","227","227","","","","","OIJDMNBO_00492","PPDKNGKA_00475","","","","","","","","",""
"group_2088","","hypothetical protein","2","2","1","1","61","3","55","","197","197","197","","","","","OIJDMNBO_01227","PPDKNGKA_01209","","","","","","","","",""
"group_2089","","hypothetical protein","2","2","1","1","3010","3","79","","203","203","203","","","","","OIJDMNBO_01249","PPDKNGKA_01231","","","","","","","","",""
"group_2378","","hypothetical protein","2","2","1","1","583","5","69","","641","641","641","","","","","","","","BJCJJAEL_01483","","","","HAOGAOPA_01150","","",""
"group_2382","","hypothetical protein","2","2","1","1","574","5","68","","230","230","230","","","","","","","","","NFIBCCNE_02056","","","HAOGAOPA_01152","","",""
"group_2524","","hypothetical protein","2","2","1","1","3694","1","376","","221","221","221","","","","","","","","BJCJJAEL_02716","NFIBCCNE_02748","","","","","",""
"group_2526","","hypothetical protein","2","2","1","1","3599","1","87","","221","221","221","","","","","","","","","NFIBCCNE_02816","","","HAOGAOPA_02717","","",""
"group_2543","","hypothetical protein","2","2","1","1","3693","1","375","","623","623","623","","","","","","","","BJCJJAEL_02715","NFIBCCNE_02747","","","","","",""
"group_2545","","hypothetical protein","2","2","1","1","3598","1","86","","623","623","623","","","","","","","","","NFIBCCNE_02817","","","HAOGAOPA_02716","","",""
"group_2559","","hypothetical protein","2","2","1","1","3796","1","240","","188","188","188","","","","","","","","","NFIBCCNE_02704","","","HAOGAOPA_02744","","",""
"group_2560","","hypothetical protein","2","2","1","1","3745","1","287","","188","188","188","","","","","","","","BJCJJAEL_02743","NFIBCCNE_02741","","","","","",""
"group_2598","","hypothetical protein","2","2","1","1","2718","13","3","","329","329","329","","","","","","","","","","","","","IMDFGEMN_00070","KHHHHCOB_00157",""
"group_2821","","hypothetical protein","2","2","1","1","3174","265","4","","146","146","146","","","","","","","","","","","","","","KHHHHCOB_01382","KMFFNEKJ_01994"
"cadA_6","","Cadmium-transporting ATPase","2","2","1","1","3520","1","232","","2180","2180","2180","","","","","","","","","NFIBCCNE_02754","","","HAOGAOPA_02686","","",""
"group_3533","","hypothetical protein","2","2","1","1","3787","1","277","","215","215","215","","","","","","","","","NFIBCCNE_02696","","","HAOGAOPA_02752","","",""
"group_3534","","hypothetical protein","2","2","1","1","3789","1","278","","215","215","215","","","","","","","","","NFIBCCNE_02697","","","HAOGAOPA_02751","","",""
"group_3535","","hypothetical protein","2","2","1","1","3790","1","279","","215","215","215","","","","","","","","","NFIBCCNE_02698","","","HAOGAOPA_02749","","",""
"group_3539","","hypothetical protein","2","2","1","1","3596","1","84","","215","215","215","","","","","","","","","NFIBCCNE_02819","","","HAOGAOPA_02714","","",""
"group_3881","","IS1182 family transposase ISSau3","2","2","1","1","3521","1","233","","1646","1646","1646","","","","","","","","","NFIBCCNE_02730","","","HAOGAOPA_02685","","",""
"group_397","","hypothetical protein","2","2","1","1","2167","174","148","","620","620","620","","","","OCKNCMEG_02886","OIJDMNBO_01940","","","","","","","","","",""
"group_400","","hypothetical protein","2","2","1","1","2165","174","147","","383","1538","960","","","","OCKNCMEG_00005","","","EPFCPEFD_00004","","","","","","","",""
"group_421","","hypothetical protein","2","2","1","1","3600","1","88","","743","743","743","","","","","","","","","NFIBCCNE_02815","","","HAOGAOPA_02718","","",""
"group_438","","hypothetical protein","2","2","1","1","3690","1","284","","1574","1574","1574","","","","","","","","BJCJJAEL_02746","NFIBCCNE_02744","","","","","",""
"group_442","","hypothetical protein","2","2","1","1","3793","1","282","","443","1574","1008","","","","","","","","","NFIBCCNE_02701","","","HAOGAOPA_02747","","",""
"copB_2","","Copper-exporting P-type ATPase B","2","2","1","1","3611","1","299","","1643","2045","1844","","","","","","","","","NFIBCCNE_02898","","","HAOGAOPA_02683","","",""
"group_68","","hypothetical protein","2","2","1","1","3601","1","98","","914","914","914","","","","","","","","","NFIBCCNE_02814","","","HAOGAOPA_02719","","",""
"group_761","","hypothetical protein","2","2","1","1","2240","174","205","","614","614","614","","","","OCKNCMEG_02843","","PPDKNGKA_02835","","","","","","","","",""
"group_782","","IS110 family transposase ISSep2","2","2","1","1","3692","1","374","","596","653","624","","","","","","","","BJCJJAEL_02714","NFIBCCNE_02746","","","","","",""
"group_784","","IS110 family transposase ISSep2","2","2","1","1","3597","1","85","","596","653","624","","","","","","","","","NFIBCCNE_02818","","","HAOGAOPA_02715","","",""
"group_799","","hypothetical protein","2","2","1","1","3795","1","250","","293","293","293","","","","","","","","","NFIBCCNE_02703","","","HAOGAOPA_02745","","",""
"group_800","","hypothetical protein","2","2","1","1","3761","1","249","","293","293","293","","","","","","","","BJCJJAEL_02744","NFIBCCNE_02764","","","","","",""
"group_805","","hypothetical protein","2","2","1","1","3791","1","280","","173","221","197","","","","","","","","","NFIBCCNE_02699","","","HAOGAOPA_02748","","",""
"group_952","","IS6 family transposase IS431R","2","2","1","1","2484","4","19","","674","674","674","","","","OCKNCMEG_00931","OIJDMNBO_00041","","","","","","","","","",""
"cysL_1","","HTH-type transcriptional regulator CysL","2","2","1","1","3618","1","316","","692","821","756","","","","","","","","","NFIBCCNE_02890","","","HAOGAOPA_02676","","",""
"cysL_7","","HTH-type transcriptional regulator CysL","1","1","1","1","3613","1","60","","665","665","665","","","","","","","","","NFIBCCNE_02971","","","","","",""
"cysL_3","","HTH-type transcriptional regulator CysL","1","1","1","1","3757","1","226","","821","821","821","","","","","","","","","NFIBCCNE_02760","","","","","",""
"cysL_4","","HTH-type transcriptional regulator CysL","1","1","1","1","3824","1","163","","794","794","794","","","","","","","","","NFIBCCNE_02844","","","","","",""
"cysL_8","","HTH-type transcriptional regulator CysL","1","1","1","4","17","396","17","","533","533","533","","","","","","","","","NFIBCCNE_02989","","","","","",""
"group_108","","hypothetical protein","1","1","1","1","3800","1","237","","146","146","146","","","","","","","","","NFIBCCNE_02708","","","","","",""
"group_109","","hypothetical protein","1","1","1","1","3509","1","212","","155","155","155","","","","","","","","","","","","HAOGAOPA_02697","","",""
"group_110","","hypothetical protein","1","1","1","4","25","396","25","","4523","4523","4523","","","","","","","","","NFIBCCNE_02997","","","","","",""
"group_112","","hypothetical protein","1","1","1","1","3817","1","156","","2456","2456","2456","","","","","","","","","NFIBCCNE_02837","","","","","",""
"yhfS_2","","Putative acetyl-CoA C-acetyltransferase YhfS","1","1","1","1","4118","417","1","","1139","1139","1139","","","","","","","","BJCJJAEL_02698","","","","","","",""
"group_113","","hypothetical protein","1","1","1","1","3754","1","246","","1868","1868","1868","","","","","","","","","NFIBCCNE_02767","","","","","",""
"group_114","","hypothetical protein","1","1","1","1","3767","1","257","","425","425","425","","","","","","","","","NFIBCCNE_02690","","","","","",""
"group_115","","hypothetical protein","1","1","1","1","3764","1","254","","305","305","305","","","","","","","","","NFIBCCNE_02687","","","","","",""
"lagD_2","","Lactococcin-G-processing and transport ATP-binding protein LagD","1","1","1","1","2463","4","5","","2105","2105","2105","","","","","","PPDKNGKA_02819","","","","","","","","",""
"ltxB","","Leukotoxin export ATP-binding protein LtxB","1","1","1","1","2461","4","3","","881","881","881","","","","","","PPDKNGKA_02821","","","","","","","","",""
"pglK","","Protein glycosylation K","1","1","1","1","2460","4","2","","428","428","428","","","","","","PPDKNGKA_02822","","","","","","","","",""
"group_121","","hypothetical protein","1","1","1","1","126","4","106","","356","356","356","","","","","","PPDKNGKA_00040","","","","","","","","",""
"group_122","","hypothetical protein","1","1","1","1","127","4","108","","245","245","245","","","","","","PPDKNGKA_00039","","","","","","","","",""
"group_1221","","hypothetical protein","1","1","1","1","2163","174","229","","170","170","170","","","","OCKNCMEG_00003","","","","","","","","","","",""
"group_1223","","hypothetical protein","1","1","1","1","2113","174","247","","170","170","170","","","","","","PPDKNGKA_02877","","","","","","","","",""
"group_1224","","hypothetical protein","1","1","1","1","2164","174","146","","395","395","395","","","","OCKNCMEG_00004","","","","","","","","","","",""
"group_1226","","hypothetical protein","1","1","1","1","2114","174","248","","995","995","995","","","","","","PPDKNGKA_02876","","","","","","","","",""
"group_1228","","hypothetical protein","1","1","1","1","2121","174","137","","440","440","440","","","","OCKNCMEG_00013","","","","","","","","","","",""
"group_123","","hypothetical protein","1","1","1","1","2462","4","4","","200","200","200","","","","","","PPDKNGKA_02820","","","","","","","","",""
"group_1230","","hypothetical protein","1","1","1","1","2124","174","138","","419","419","419","","","","OCKNCMEG_00014","","","","","","","","","","",""
"group_1234","","hypothetical protein","1","1","1","1","1379","174","124","","104","104","104","","","","","","PPDKNGKA_01932","","","","","","","","",""
"group_1235","","hypothetical protein","1","1","1","1","2203","174","19","","173","173","173","","","","OCKNCMEG_02874","","","","","","","","","","",""
"group_1237","","hypothetical protein","1","1","1","1","1384","174","105","","236","236","236","","","","","","PPDKNGKA_01937","","","","","","","","",""
"group_1238","","hypothetical protein","1","1","1","1","2209","174","13","","305","305","305","","","","OCKNCMEG_02868","","","","","","","","","","",""
"group_1239","","hypothetical protein","1","1","1","1","1364","174","46","","665","665","665","","","","","","PPDKNGKA_02852","","","","","","","","",""
"group_124","","hypothetical protein","1","1","1","1","3617","1","315","","995","995","995","","","","","","","","","","","","HAOGAOPA_02675","","",""
"group_1241","","hypothetical protein","1","1","1","1","2217","174","5","","665","665","665","","","","OCKNCMEG_02860","","","","","","","","","","",""
"group_1243","","hypothetical protein","1","1","1","1","2227","174","198","","194","194","194","","","","OCKNCMEG_02850","","","","","","","","","","",""
"group_1244","","hypothetical protein","1","1","1","1","2233","174","191","","194","194","194","","","","","","PPDKNGKA_02842","","","","","","","","",""
"group_1253","","hypothetical protein","1","1","1","1","1381","174","102","","251","251","251","","","","","","PPDKNGKA_01934","","","","","","","","",""
"group_1255","","hypothetical protein","1","1","1","1","2205","174","17","","248","248","248","","","","OCKNCMEG_02872","","","","","","","","","","",""
"group_126","","hypothetical protein","1","1","1","1","3841","404","1","","671","671","671","","","","","","","","","NFIBCCNE_02788","","","","","",""
"group_1260","","hypothetical protein","1","1","1","1","4356","5","26","","341","341","341","","","","","","","","","","","","HAOGAOPA_02392","","",""
"group_1262","","hypothetical protein","1","1","1","1","582","5","70","","341","341","341","","","","","","","","BJCJJAEL_01482","","","","","","",""
"group_127","","hypothetical protein","1","1","1","1","3734","1","174","","671","671","671","","","","","","","","","NFIBCCNE_02918","","","","","",""
"group_1277","","hypothetical protein","1","1","1","1","114","4","112","","362","362","362","","","","","","PPDKNGKA_00032","","","","","","","","",""
"group_1279","","hypothetical protein","1","1","1","1","117","227","1","","122","122","122","","","","","","PPDKNGKA_02802","","","","","","","","",""
"group_128","","hypothetical protein","1","1","1","1","3510","1","213","","995","995","995","","","","","","","","","","","","HAOGAOPA_02696","","",""
"group_1281","","hypothetical protein","1","1","1","1","128","4","116","","1160","1160","1160","","","","","","PPDKNGKA_00036","","","","","","","","",""
"sdpR_3","","Transcriptional repressor SdpR","1","1","1","1","3730","1","138","","314","314","314","","","","","","","","","NFIBCCNE_02858","","","","","",""
